Species,Year,L1-Country,L2-Province/state,L3-City,L4-District,Location,Lat,Long,SourceType,Journal,Title,PMID,Note
Tripteroides bambusa,NA,China,Liaoning,Benxi,Hengren,NA,41.294175,123.766485,Review,中华卫生杀虫药械,东北三省蚊虫种类和区系分布研究,NA,NA
Tripteroides bambusa,NA,China,Liaoning,Dandong,Kuandian,NA,40.731317,124.78366,Review,中华卫生杀虫药械,东北三省蚊虫种类和区系分布研究,NA,NA
Tripteroides bambusa,NA,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Review,中华卫生杀虫药械,东北三省蚊虫种类和区系分布研究,NA,NA
Tripteroides bambusa,NA,China,Liaoning,Dandong,Fengcheng,NA,40.452298,124.066919,Review,中华卫生杀虫药械,东北三省蚊虫种类和区系分布研究,NA,NA
Toxorhynchites christophi,NA,China,Jilin,Yanbian,Antu,NA,43.111964,128.899807,Review,中华卫生杀虫药械,东北三省蚊虫种类和区系分布研究,NA,NA
Anopheles messeae,NA,China,Neimenggu,Hulunbeier,Hailaer,NA,49.212189,119.736279,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Mudanjiang,NA,NA,44.551653,129.633168,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Mudanjiang,Dongning,Suiyang,44.43543,130.89788,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Daxinganling,Huma,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Hegang,Suibin,NA,47.289116,131.852759,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Daxinganling,Jiagedaqi,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes cinereus,NA,China,Neimenggu,Hulunbeier,Hailaer,NA,49.212189,119.736279,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Daxinganling,Huma,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes cinereus,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes esoensis,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes esoensis,NA,China,Heilongjiang,Mudanjiang,NA,NA,44.551653,129.633168,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Mudanjiang,NA,NA,44.551653,129.633168,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Mudanjiang,Dongning,Suiyang,44.43543,130.89788,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.412309,131.152546,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Heihe,Nenjiang,NA,49.185766,125.221192,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Daxinganling,Jiagedaqi,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Daxinganling,Huma,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Neimenggu,Hulunbeier,Hailaer,NA,49.212189,119.736279,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes vexans,NA,China,Heilongjiang,Hegang,Suibin,NA,47.289116,131.852759,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes koreicus,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes communis,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes communis,NA,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.412309,131.152546,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes dorsalis,NA,China,Neimenggu,Hulunbeier,Hailaer,NA,49.212189,119.736279,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Mudanjiang,Dongning,Suiyang,44.43543,130.89788,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Daxinganling,Huma,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes flavescens,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes flavescens,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes flavescens,NA,China,Heilongjiang,Hegang,Suibin,NA,47.289116,131.852759,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes flavescens,NA,China,Heilongjiang,Daxinganling,Huma,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes mercurator,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes mercurator,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes mercurator,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes mercurator,NA,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.412309,131.152546,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes mercurator,NA,China,Neimenggu,Hulunbeier,Hailaer,NA,49.212189,119.736279,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes pullatus,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes pullatus,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes pullatus,NA,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.412309,131.152546,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes punctor,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes punctor,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes punctor,NA,China,Heilongjiang,Mudanjiang,Dongning,Suiyang,44.43543,130.89788,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes punctor,NA,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.412309,131.152546,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes punctor,NA,China,Heilongjiang,Daxinganling,Jiagedaqi,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes punctor,NA,China,Heilongjiang,Daxinganling,Huma,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes sticticus,NA,China,Heilongjiang,Jixi,Hulin,Dongfanghong,46.20541,133.09542,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes sticticus,NA,China,Heilongjiang,Jixi,NA,Zhenbaodao,46.490171,133.856169,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes sticticus,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes sticticus,NA,China,Heilongjiang,Mudanjiang,Dongning,Suiyang,44.43543,130.89788,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes sticticus,NA,China,Heilongjiang,Daxinganling,Huma,NA,45.742347,126.661669,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes sibiricus,NA,China,Heilongjiang,Heihe,Nenjiang,NA,49.185766,125.221192,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Aedes sibiricus,NA,China,Heilongjiang,Mudanjiang,Dongning,Suiyang,44.43543,130.89788,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex modestus,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex modestus,NA,China,Heilongjiang,Mudanjiang,NA,NA,44.551653,129.633168,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex modestus,NA,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.412309,131.152546,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex modestus,NA,China,Neimenggu,Hulunbeier,Hailaer,NA,49.212189,119.736279,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex modestus,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex modestus,NA,China,Heilongjiang,Hegang,Suibin,NA,47.289116,131.852759,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex bitaeniorhynchus,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex orientalis,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex pipiens pallens,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex pipiens pallens,NA,China,Heilongjiang,Mudanjiang,NA,NA,44.551653,129.633168,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex pipiens pallens,NA,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.412309,131.152546,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex pipiens pallens,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex tritaeniorhynchus,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex tritaeniorhynchus,NA,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.412309,131.152546,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex vagans,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex vagans,NA,China,Heilongjiang,Mudanjiang,NA,NA,44.551653,129.633168,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex vagans,NA,China,Heilongjiang,Heihe,Nenjiang,NA,49.185766,125.221192,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex vagans,NA,China,Neimenggu,Hulunbeier,Hailaer,NA,49.212189,119.736279,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culex vagans,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culiseta ochroptera,NA,China,Heilongjiang,Jixi,Mishan,Xingkaihu,45.45554,132.25988,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culiseta ochroptera,NA,China,Neimenggu,Hulunbeier,Hailaer,NA,49.212189,119.736279,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Culiseta ochroptera,NA,China,Heilongjiang,Haerbin,NA,NA,45.803775,126.534967,Raw_data,医学昆虫调查集刊【1971一1981】,黑龙江吸血蚊类的初步调查,NA,NA
Anopheles messeae,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Anopheles sinensis,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Anopheles sinensis,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Anopheles sinensis,1988,China,Liaoning,Huludao,NA,NA,40.711052,120.836932,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes cinereus,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes cyprius,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes dorsalis,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes dorsalis,1988,China,Liaoning,Huludao,NA,NA,40.711052,120.836932,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes excrucians,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes implicatus,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes intrudens,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes koreicus,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes mercurator,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes nipponicus,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes pionips,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes punctor,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes punctor,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes rossicus,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes sibiricus,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes sticticus,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes togoi,1988,China,Liaoning,Huludao,NA,NA,40.711052,120.836932,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes vexans,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes vexans,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Aedes vexans,1988,China,Liaoning,Huludao,NA,NA,40.711052,120.836932,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culiseta alaskaensis,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culiseta bergrothi,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culiseta nipponica,1988,China,Heilongjiang,Daxinganling,Mohe,NA,45.742347,126.661669,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culex mimulus,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culex modestus,1988,China,Liaoning,Huludao,NA,NA,40.711052,120.836932,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culex orientalis,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culex pipiens pallens,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culex pipiens pallens,1988,China,Liaoning,Huludao,NA,NA,40.711052,120.836932,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culex tritaeniorhynchus,1988,China,Liaoning,Huludao,NA,NA,40.711052,120.836932,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Culex vagans,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Tripteroides bambusa,1988,China,Liaoning,Fushun,Qingyuan,NA,42.100539,124.924083,Raw_data,吸血双翅目昆虫调查研究集刊,漠河清原葫芦岛吸血双翅目昆虫的调查,NA,NA
Anopheles sinensis,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes cataphylla,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes communis,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes cyprius,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes diantaeus,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes dorsalis,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes excrucians,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes flavescens,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes punctor,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes vexans,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Culex modestus,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Culex pipiens pallens,NA,China,Heilongjiang,Shuangyashan,Raohe,NA,46.798164,134.013872,Raw_data,口岸卫生控制,黑龙江省饶河口岸地区蚊虫调查研究,NA,NA
Aedes vexans,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Aedes excrucians,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Anopheles sinensis,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Aedes punctor,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
Culex modestus,2013,China,Heilongjiang,Mudanjiang,Suifenhe,NA,44.407788,131.198988,Raw_data,中国国境卫生检疫杂志,黑龙江绥芬河口岸重要媒介生物监测,NA,NA
