Species,Year,L1-Country,L2-Province/state,L3-City,L4-District,Location,Lat,Long,SourceType,Journal,Title,PMID,Note
Culex fuscanus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex halifaxii,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex mimeticus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex mimulus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex tritaeniorhynchus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex pseudovishnui,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex fuscocephalus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex gelidus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex whitmorei,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex pipiens fatigans,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex vagans,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Armigeres obturbans,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Mansonia uniformis,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Culex hainanensis,1974,China,Hainan,Lingshui,Lingshui,Diaoluoshan,18.646245,109.936066,Raw_data,昆虫学报,库蚊属一新种（海南库蚊）的记述,NA,NA
Anopheles minimus,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles minimus,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles minimus,NA,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles minimus,NA,China,Hainan,Wuzhishan,Wuzhishan,NA,18.76624,109.519272,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles minimus,NA,China,Hainan,Tunchang,Tunchang,NA,19.352352,110.100697,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Sanya,NA,NA,18.252847,109.511909,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Wuzhishan,Wuzhishan,NA,18.76624,109.519272,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Tunchang,Tunchang,NA,19.352352,110.100697,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Wenchang,Wenchang,NA,19.545144,110.792656,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles sinensis,NA,China,Hainan,Haikou,NA,NA,20.044001,110.198293,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles kochi,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles kochi,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles kochi,NA,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles kochi,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles kochi,NA,China,Hainan,Wuzhishan,Wuzhishan,NA,18.76624,109.519272,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles kochi,NA,China,Hainan,Tunchang,Tunchang,NA,19.352352,110.100697,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles kochi,NA,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbirostris,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbirostris,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbirostris,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbirostris,NA,China,Hainan,Wuzhishan,Wuzhishan,NA,18.76624,109.519272,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbirostris,NA,China,Hainan,Tunchang,Tunchang,NA,19.352352,110.100697,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbirostris,NA,China,Hainan,Wenchang,Wenchang,NA,19.545144,110.792656,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbirostris,NA,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbirostris,NA,China,Hainan,Haikou,NA,NA,20.044001,110.198293,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles aconitus,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles aconitus,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles aconitus,NA,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles aconitus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles aconitus,NA,China,Hainan,Wuzhishan,Wuzhishan,NA,18.76624,109.519272,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles aconitus,NA,China,Hainan,Tunchang,Tunchang,NA,19.352352,110.100697,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles aconitus,NA,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Sanya,NA,NA,18.252847,109.511909,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Wuzhishan,Wuzhishan,NA,18.76624,109.519272,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Tunchang,Tunchang,NA,19.352352,110.100697,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Wenchang,Wenchang,NA,19.545144,110.792656,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles tessellatus,NA,China,Hainan,Haikou,NA,NA,20.044001,110.198293,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbumbrosus,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbumbrosus,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbumbrosus,NA,China,Hainan,Wenchang,Wenchang,NA,19.545144,110.792656,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles barbumbrosus,NA,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles maculatus,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles maculatus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles maculatus,NA,China,Hainan,Wuzhishan,Wuzhishan,NA,18.76624,109.519272,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Sanya,NA,NA,18.252847,109.511909,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Wuzhishan,Wuzhishan,NA,18.76624,109.519272,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Wenchang,Wenchang,NA,19.545144,110.792656,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles vagus,NA,China,Hainan,Haikou,NA,NA,20.044001,110.198293,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles peditaeniatus,NA,China,Hainan,Sanya,NA,NA,18.252847,109.511909,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles peditaeniatus,NA,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles peditaeniatus,NA,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles peditaeniatus,NA,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles peditaeniatus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Anopheles peditaeniatus,NA,China,Hainan,Haikou,NA,NA,20.044001,110.198293,Raw_data,中国病原生物学杂志,海南省按蚊物种多样性调查,NA,NA
Culex pipiens quinquefasciatus,2016,China,Hainan,Sansha,Xisha,Yongxing,16.330358,112.026538,Raw_data,寄生虫与医学昆虫学报,三沙市永兴岛蚊类监测与风险评估,NA,NA
Culex tritaeniorhynchus,2016,China,Hainan,Sansha,Xisha,Yongxing,16.330358,112.026538,Raw_data,寄生虫与医学昆虫学报,三沙市永兴岛蚊类监测与风险评估,NA,NA
Culex fuscanus,2016,China,Hainan,Sansha,Xisha,Yongxing,16.330358,112.026538,Raw_data,寄生虫与医学昆虫学报,三沙市永兴岛蚊类监测与风险评估,NA,NA
Aedes albopictus,2016,China,Hainan,Sansha,Xisha,Yongxing,16.330358,112.026538,Raw_data,寄生虫与医学昆虫学报,三沙市永兴岛蚊类监测与风险评估,NA,NA
Armigeres subalbatus,2016,China,Hainan,Sansha,Xisha,Yongxing,16.330358,112.026538,Raw_data,寄生虫与医学昆虫学报,三沙市永兴岛蚊类监测与风险评估,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Zhongxiqu,NA,22.992152,120.205957,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Beiqu,NA,24.166040 ,120.682410 ,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Anping,NA,23.000763,120.166810 ,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Annan,NA,23.047230 ,120.184617,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Dongqu,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Nanqu,NA,22.960944,120.188648,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Qigu,NA,23.140545,120.140003,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Shanshang,NA,23.103223,120.352908,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Rende,NA,22.972212,120.25152,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Yongkang,NA,23.026061,120.257069,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Jiali,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Guantian,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Madou,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Xinhua,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Xinying,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Xuejia,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Guiren,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Guanlang,NA,22.967081,120.293791,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Shanhua,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Zuozhen,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Yujing,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Anding,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Nanhua,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Jiangjun,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Danei,NA,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Xigang,NA,23.123057,120.203618,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Tainan,Baihe,NA,23.351221,120.41581,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Xiaogang,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Zuoying,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Qianjin,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Qianzhen,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Qinya,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Xinyu,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Nanzi,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Gushan,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Qijin,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Yancheng,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Sanmin,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Namaxia,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Dashe,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Daliao,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Dashu,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Renwu,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Neimen,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Liugui,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Yong'an,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Tianliao,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Jiaxian,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Shanlin,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Gangshan,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Linyuan,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Alian,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Meinong,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Jiading,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Maolin,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Taoyuan,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Ziguan,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
Aedes aegypti,NA,China,Taiwan,Kaohsiung,Wusong,,,,Review,NA,台湾地区埃及斑蚊分布乡镇情形,NA,NA
